pokedex_number,name,generation,classification,abilities,height_m,weight_kg,type1,type2,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,capture_rate,base_egg_steps,base_happiness,is_legendary,is_mythical,is_mega
656,Froakie,6,Bubble Frog Pokemon,"['Torrent', 'Protean']",0.3,7,Water,None,314,41,56,40,62,44,71,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,"5,140",70,0,0,0
657,Frogadier,6,Bubble Frog Pokemon,"['Torrent', 'Protean']",0.6,10.9,Water,None,405,54,63,52,83,56,97,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,"5,140",70,0,0,0
658,Greninja,6,Ninja Pokemon,"['Torrent', 'Protean']",1.5,40,Water,Dark,530,72,95,67,103,71,122,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,45,"5,140",70,0,0,0
659,Bunnelby,6,Digging Pokemon,"['Pickup', 'Cheek Pouch', 'Huge Power']",0.4,5,Normal,None,237,38,36,38,32,36,57,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,"3,855",70,0,0,0
660,Diggersby,6,Digging Pokemon,"['Pickup', 'Cheek Pouch', 'Huge Power']",1,42.4,Normal,Ground,423,85,56,77,50,77,78,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,127,"3,855",70,0,0,0
661,Fletchling,6,Tiny Robin Pokemon,"['Big Pecks', 'Gale Wings']",0.3,1.7,Normal,Flying,278,45,50,43,40,38,62,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,255,"3,855",70,0,0,0
662,Fletchinder,6,Ember Pokemon,"['Flame Body', 'Gale Wings']",0.7,16,Fire,Flying,382,62,73,55,56,52,84,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,120,"3,855",70,0,0,0
663,Talonflame,6,Scorching Pokemon,"['Flame Body', 'Gale Wings']",1.2,24.5,Fire,Flying,499,78,81,71,74,69,126,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,45,"3,855",70,0,0,0
664,Scatterbug,6,Scatterdust Pokemon,"['Shield Dust', 'Compound Eyes', 'Friend Guard']",0.3,2.5,Bug,None,200,38,35,40,27,25,35,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,255,"3,855",70,0,0,0
665,Spewpa,6,Scatterdust Pokemon,"['Shed Skin', 'Friend Guard']",0.3,8.4,Bug,None,213,45,22,60,27,30,29,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,120,"3,855",70,0,0,0
666,Vivillon,6,Scale Pokemon,"['Shield Dust', 'Compound Eyes', 'Friend Guard']",1.2,17,Bug,Flying,411,80,52,50,90,50,89,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,45,"3,855",70,0,0,0
667,Litleo,6,Lion Cub Pokemon,"['Rivalry', 'Unnerve', 'Moxie']",0.6,13.5,Fire,Normal,369,62,50,58,73,54,72,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,220,"5,140",70,0,0,0
668,Pyroar,6,Royal Pokemon,"['Rivalry', 'Unnerve', 'Moxie']",1.5,81.5,Fire,Normal,507,86,68,72,109,66,106,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,65,"5,140",70,0,0,0
669,Flabebe,6,Single Bloom Pokemon,"['Flower Veil', 'Symbiosis']",0.1,0.1,Fairy,None,303,44,38,39,61,79,42,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,225,"5,140",70,0,0,0
670,Floette,6,Single Bloom Pokemon,"['Flower Veil', 'Symbiosis']",0.2,0.9,Fairy,None,371,54,45,47,75,98,52,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,120,"5,140",70,0,0,0
671,Florges,6,Garden Pokemon,"['Flower Veil', 'Symbiosis']",1.1,10,Fairy,None,552,78,65,68,112,154,75,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,45,"5,140",70,0,0,0
672,Skiddo,6,Mount Pokemon,"['Sap Sipper', 'Grass Pelt']",0.9,31,Grass,None,350,66,65,48,62,57,52,2,1,1,0.5,1,1,2,2,1,0,0.5,2,1,2,1,1,1,0.5,200,"5,140",70,0,0,0
673,Gogoat,6,Mount Pokemon,"['Sap Sipper', 'Grass Pelt']",1.7,91,Grass,None,531,123,100,62,97,81,68,2,1,1,0.5,1,1,2,2,1,0,0.5,2,1,2,1,1,1,0.5,45,"5,140",70,0,0,0
674,Pancham,6,Playful Pokemon,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.6,8,Fighting,None,348,67,82,62,46,48,43,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,220,"6,425",70,0,0,0
675,Pangoro,6,Daunting Pokemon,"['Iron Fist', 'Mold Breaker', 'Scrappy']",2.1,136,Fighting,Dark,495,95,124,78,69,71,58,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,65,"6,425",70,0,0,0
676,Furfrou,6,Poodle Pokemon,['Fur Coat'],1.2,28,Normal,None,472,75,80,60,65,90,102,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,"5,140",70,0,0,0
677,Espurr,6,Restraint Pokemon,"['Keen Eye', 'Infiltrator', 'Own Tempo']",0.3,3.5,Psychic,None,355,62,48,54,63,60,68,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,190,"5,140",70,0,0,0
678,Meowstic,6,Constraint Pokemon,"['Keen Eye', 'Infiltrator', 'Prankster']",0.6,8.5,Psychic,None,466,74,48,76,83,81,104,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,"5,140",70,0,0,0
679,Honedge,6,Sword Pokemon,['No Guard'],0.8,2,Steel,Ghost,325,45,80,100,35,37,28,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,180,"5,140",70,0,0,0
680,Doublade,6,Sword Pokemon,['No Guard'],0.8,4.5,Steel,Ghost,448,59,110,150,45,49,35,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,90,"5,140",70,0,0,0
681,Aegislash,6,Royal Sword Pokemon,['Stance Change'],1.7,53,Steel,Ghost,520,60,150,50,150,50,60,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,45,"5,140",70,0,0,0
682,Spritzee,6,Perfume Pokemon,"['Healer', 'Aroma Veil']",0.2,0.5,Fairy,None,341,78,52,60,63,65,23,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,200,"5,140",70,0,0,0
683,Aromatisse,6,Fragrance Pokemon,"['Healer', 'Aroma Veil']",0.8,15.5,Fairy,None,462,101,72,72,99,89,29,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,140,"5,140",70,0,0,0
684,Swirlix,6,Cotton Candy Pokemon,"['Sweet Veil', 'Unburden']",0.4,3.5,Fairy,None,341,62,48,66,59,57,49,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,200,"5,140",70,0,0,0
685,Slurpuff,6,Meringue Pokemon,"['Sweet Veil', 'Unburden']",0.8,5,Fairy,None,480,82,80,86,85,75,72,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,140,"5,140",70,0,0,0
686,Inkay,6,Revolving Pokemon,"['Contrary', 'Suction Cups', 'Infiltrator']",0.4,3.5,Dark,Psychic,288,53,54,53,37,46,45,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,190,"5,140",70,0,0,0
687,Malamar,6,Overturning Pokemon,"['Contrary', 'Suction Cups', 'Infiltrator']",1.5,47,Dark,Psychic,482,86,92,88,68,75,73,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,80,"5,140",70,0,0,0
688,Binacle,6,Two-Handed Pokemon,"['Sniper', 'Tough Claws', 'Pickpocket']",0.5,31,Rock,Water,306,42,52,67,39,56,50,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,120,"5,140",70,0,0,0
689,Barbaracle,6,Collective Pokemon,"['Sniper', 'Tough Claws', 'Pickpocket']",1.3,96,Rock,Water,500,72,105,115,54,86,68,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,45,"5,140",70,0,0,0
690,Skrelp,6,Mock Kelp Pokemon,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,7.3,Poison,Water,320,50,60,60,60,60,30,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,225,"5,140",70,0,0,0
691,Dragalge,6,Mock Kelp Pokemon,"['Poison Point', 'Poison Touch', 'Adaptability']",1.8,81.5,Poison,Dragon,494,65,75,90,97,123,44,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,55,"5,140",70,0,0,0
692,Clauncher,6,Water Gun Pokemon,['Mega Launcher'],0.5,8.3,Water,None,330,50,53,62,58,63,44,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,225,"3,855",70,0,0,0
693,Clawitzer,6,Howitzer Pokemon,['Mega Launcher'],1.3,35.3,Water,None,500,71,73,88,120,89,59,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,"3,855",70,0,0,0
694,Helioptile,6,Generator Pokemon,"['Dry Skin', 'Sand Veil', 'Solar Power']",0.5,6,Electric,Normal,289,44,38,33,61,43,70,1,1,1,0.5,1,2,1.25,0.5,0,1,2,1,1,1,1,1,0.5,0,190,"5,140",70,0,0,0
695,Heliolisk,6,Generator Pokemon,"['Dry Skin', 'Sand Veil', 'Solar Power']",1,21,Electric,Normal,481,62,55,52,109,94,109,1,1,1,0.5,1,2,1.25,0.5,0,1,2,1,1,1,1,1,0.5,0,75,"5,140",70,0,0,0
696,Tyrunt,6,Royal Heir Pokemon,"['Strong Jaw', 'Sturdy']",0.8,26,Rock,Dragon,362,58,89,77,45,45,48,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,45,"7,710",70,0,0,0
697,Tyrantrum,6,Despot Pokemon,"['Strong Jaw', 'Rock Head']",2.5,270,Rock,Dragon,521,82,121,119,69,59,71,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,45,"7,710",70,0,0,0
698,Amaura,6,Tundra Pokemon,"['Refrigerate', 'Snow Warning']",1.3,25.2,Rock,Ice,362,77,59,50,67,63,46,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,45,"7,710",70,0,0,0
699,Aurorus,6,Tundra Pokemon,"['Refrigerate', 'Snow Warning']",2.7,225,Rock,Ice,521,123,77,72,99,92,58,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,45,"7,710",70,0,0,0
700,Sylveon,6,Intertwining Pokemon,"['Cute Charm', 'Pixilate']",1,23.5,Fairy,None,525,95,65,65,110,130,60,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,45,"8,995",70,0,0,0
701,Hawlucha,6,Wrestling Pokemon,"['Limber', 'Unburden', 'Mold Breaker']",0.8,21.5,Fighting,Flying,500,78,92,75,74,63,118,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,100,"5,140",70,0,0,0
702,Dedenne,6,Antenna Pokemon,"['Cheek Pouch', 'Pickup', 'Plus']",0.2,2.2,Electric,Fairy,431,67,58,57,81,67,101,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,180,"5,140",70,0,0,0
703,Carbink,6,Jewel Pokemon,"['Clear Body', 'Sturdy']",0.3,5.7,Rock,Fairy,500,50,50,150,50,150,50,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,60,"6,425",70,0,0,0
704,Goomy,6,Soft Tissue Pokemon,"['Sap Sipper', 'Hydration', 'Gooey']",0.3,2.8,Dragon,None,300,45,50,35,55,75,40,1,1,2,0.5,2,1,0.5,1,1,0,1,2,1,1,1,1,1,0.5,45,"10,280",35,0,0,0
705,Sliggoo,6,Soft Tissue Pokemon,"['Sap Sipper', 'Hydration', 'Gooey']",0.8,17.5,Dragon,None,452,68,75,53,83,113,60,1,1,2,0.5,2,1,0.5,1,1,0,1,2,1,1,1,1,1,0.5,45,"10,280",35,0,0,0
706,Goodra,6,Dragon Pokemon,"['Sap Sipper', 'Hydration', 'Gooey']",2,150.5,Dragon,None,600,90,100,70,110,150,80,1,1,2,0.5,2,1,0.5,1,1,0,1,2,1,1,1,1,1,0.5,45,"10,280",35,0,0,0
707,Klefki,6,Key Ring Pokemon,"['Prankster', 'Magician']",0.2,3,Steel,Fairy,470,57,80,91,80,87,75,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,75,"5,140",70,0,0,0
708,Phantump,6,Stump Pokemon,"['Natural Cure', 'Frisk', 'Harvest']",0.4,7,Ghost,Grass,309,43,70,48,50,60,38,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,120,"5,140",70,0,0,0
709,Trevenant,6,Elder Tree Pokemon,"['Natural Cure', 'Frisk', 'Harvest']",1.5,71,Ghost,Grass,474,85,110,76,65,82,56,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,60,"5,140",70,0,0,0
710,Pumpkaboo ,6,Pumpkin Pokemon,"['Pickup', 'Frisk', 'Insomnia']",0.8,15,Ghost,Grass,335,59,66,70,44,55,41,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,120,"5,140",70,0,0,0
711,Gourgeist,6,Pumpkin Pokemon,"['Pickup', 'Frisk', 'Insomnia']",0.9,12.5,Ghost,Grass,494,65,90,122,58,75,84,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,60,"5,140",70,0,0,0
712,Bergmite,6,Ice Chunk Pokemon,"['Own Tempo', 'Ice Body', 'Sturdy']",1,99.5,Ice,None,304,55,69,85,32,35,28,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,190,"5,140",70,0,0,0
713,Avalugg,6,Iceberg Pokemon,"['Own Tempo', 'Ice Body', 'Sturdy']",2,505,Ice,None,514,95,117,184,44,46,28,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,55,"5,140",70,0,0,0
714,Noibat,6,Sound Wave Pokemon,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,8,Flying,Dragon,245,40,30,35,45,40,55,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,190,"5,140",70,0,0,0
715,Noivern,6,Sound Wave Pokemon,"['Frisk', 'Infiltrator', 'Telepathy']",1.5,85,Flying,Dragon,535,85,70,80,97,80,123,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,45,"5,140",70,0,0,0
716,Xerneas,6,Life Pokemon,['Fairy Aura'],3,215,Fairy,None,680,126,131,95,131,98,99,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,45,"30,840",0,1,0,0
717,Yveltal,6,Destruction Pokemon,['Dark Aura'],5.8,203,Dark,Flying,680,126,131,95,131,98,99,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,45,"30,840",0,1,0,0
718,Zygarde,6,Order Pokemon,"['Aura Break', 'Power Construct']",5,305,Dragon,Ground,600,108,100,121,81,95,95,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,3,"30,840",0,1,0,0
718,Zygarde 10% Forme,6,Order Pokemon,"['Aura Break', 'Power Construct']",1.2,33.5,Dragon,Ground,486,54,100,71,61,85,115,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,3,"30,840",0,1,0,0
718,Zygarde Complete Forme,6,Order Pokemon,['Power Construct'],4.5,610,Dragon,Ground,708,216,100,121,91,95,85,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,3,"30,840",0,1,0,0
719,Diancie,6,Jewel Pokemon,['Clear Body'],0.7,8.8,Rock,Fairy,600,50,100,150,100,150,50,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,3,"6,425",70,0,1,0
719,Mega Diancie,6,Jewel Pokemon,['Magic Bounce'],1.1,27.8,Rock,Fairy,700,50,160,110,160,110,110,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,3,"6,425",70,0,1,1
720,Hoopa,6,Mischief Pokemon,['Magician'],0.5,9,Psychic,Ghost,600,80,110,60,150,130,70,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,3,"30,840",100,0,1,0
720,Hoopa Unbound,6,Djinn Pokemon,['Magician'],6.5,490,Psychic,Dark,680,80,160,60,170,130,80,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,3,"30,840",100,0,1,0
721,Volcanion,6,Steam Pokemon,['Water Absorb'],1.7,195,Fire,Water,600,80,110,120,130,90,70,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,0,3,"30,840",100,0,1,0
722,Rowlet,7,Grass Quill Pokemon,"['Overgrow', 'Long Reach']",0.3,1.5,Grass,Flying,320,68,55,55,50,50,42,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,45,"3,855",70,0,0,0
723,Dartrix,7,Blade Quill Pokemon,"['Overgrow', 'Long Reach']",0.7,16,Grass,Flying,420,78,75,75,70,70,52,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,45,"3,855",70,0,0,0
724,Decidueye,7,Arrow Quill Pokemon,"['Overgrow', 'Long Reach']",1.6,36.6,Grass,Ghost,530,78,107,75,100,100,70,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,45,"3,855",70,0,0,0
725,Litten,7,Fire Cat Pokemon,"['Blaze', 'Intimidate']",0.4,4.3,Fire,None,320,45,65,40,60,40,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,"3,855",70,0,0,0
726,Torracat,7,Fire Cat Pokemon,"['Blaze', 'Intimidate']",0.7,25,Fire,None,420,65,85,50,80,50,90,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,"3,855",70,0,0,0
727,Incineroar,7,Heel Pokemon,"['Blaze', 'Intimidate']",1.8,83,Fire,Dark,530,95,115,90,80,90,60,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,45,"3,855",70,0,0,0
728,Popplio,7,Sea Lion Pokemon,"['Torrent', 'Liquid Voice']",0.4,7.5,Water,None,320,50,54,54,66,56,40,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,"3,855",70,0,0,0
729,Brionne,7,Pop Star Pokemon,"['Torrent', 'Liquid Voice']",0.6,17.5,Water,None,420,60,69,69,91,81,50,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,"3,855",70,0,0,0
730,Primarina,7,Soloist Pokemon,"['Torrent', 'Liquid Voice']",1.8,44,Water,Fairy,530,80,74,74,126,116,60,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,45,"3,855",70,0,0,0
731,Pikipek,7,Woodpecker Pokemon,"['Keen Eye', 'Skill Link', 'Pickup']",0.3,1.2,Normal,Flying,265,35,75,30,30,30,65,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,255,"3,855",70,0,0,0
732,Trumbeak,7,Bugle Beak Pokemon,"['Keen Eye', 'Skill Link', 'Pickup']",0.6,14.8,Normal,Flying,355,55,85,50,40,50,75,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,"3,855",70,0,0,0
733,Toucannon,7,Cannon Pokemon,"['Keen Eye', 'Skill Link', 'Sheer Force']",1.1,26,Normal,Flying,485,80,120,75,75,75,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,45,"3,855",70,0,0,0
734,Yungoos,7,Loitering Pokemon,"['Strong Jaw', 'Stakeout', 'Adaptability']",0.4,6,Normal,None,253,48,70,30,30,30,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,"3,855",70,0,0,0
735,Gumshoos,7,Stakeout Pokemon,"['Strong Jaw', 'Stakeout', 'Adaptability']",0.7,14.2,Normal,None,418,88,110,60,55,60,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,127,"3,855",70,0,0,0
736,Grubbin,7,Larva Pokemon,['Swarm'],0.4,4.4,Bug,None,300,47,62,45,55,45,46,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,255,"3,855",70,0,0,0
737,Charjabug,7,Battery Pokemon,['Battery'],0.5,10.5,Bug,Electric,400,57,82,95,55,75,36,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,120,"3,855",70,0,0,0
738,Vikavolt,7,Stag Beetle Pokemon,['Levitate'],1.5,45,Bug,Electric,500,77,70,90,145,75,43,1,1,1,0.5,1,0.5,2,1,1,0.5,0,1,1,1,1,2,0.5,1,45,"3,855",70,0,0,0
739,Crabrawler,7,Boxing Pokemon,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.6,7,Fighting,None,338,47,82,57,42,47,63,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,225,"5,140",70,0,0,0
740,Crabominable,7,Woolly Crab Pokemon,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",1.7,180,Fighting,Ice,478,97,132,77,62,67,43,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,60,"5,140",70,0,0,0
741,Oricorio,7,Dancing Pokemon,['Dancer'],0.6,3.4,Fire,Flying,476,75,70,70,98,70,93,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,45,"5,140",70,0,0,0
741,Oricorio Pom-Pom Style,7,Dancing Pokemon,['Dancer'],0.6,3.4,Electric,Flying,476,75,70,70,98,70,93,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,45,"5,140",70,0,0,0
741,Oricorio Pa'u Style,7,Dancing Pokemon,['Dancer'],0.6,3.4,Psychic,Flying,476,75,70,70,98,70,93,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,"5,140",70,0,0,0
741,Oricorio Sensu Style,7,Dancing Pokemon,['Dancer'],0.6,3.4,Ghost,Flying,476,75,70,70,98,70,93,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,45,"5,140",70,0,0,0
742,Cutiefly,7,Bee Fly Pokemon,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.1,0.2,Bug,Fairy,304,40,45,40,55,40,84,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,190,"5,140",70,0,0,0
743,Ribombee,7,Bee Fly Pokemon,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.2,0.5,Bug,Fairy,464,60,55,60,95,70,124,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,75,"5,140",70,0,0,0
744,Rockruff,7,Puppy Pokemon,"['Keen Eye', 'Vital Spirit', 'Steadfast']",0.5,9.2,Rock,None,280,45,65,40,30,40,60,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,190,"3,855",70,0,0,0
745,Lycanroc,7,Wolf Pokemon,"['Keen Eye', 'Sand Rush', 'Steadfast']",0.8,25,Rock,None,487,75,115,65,55,65,112,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,90,"3,855",70,0,0,0
745,Lycanroc Midnight Form,7,Wolf Pokemon,"['Keen Eye', 'Vital Spirit', 'No Guard']",1.1,25,Rock,None,487,85,115,75,55,75,82,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,90,"3,855",70,0,0,0
745,Lycanroc Dusk Form,7,Wolf Pokemon,['Tough Claws'],0.8,25,Rock,None,487,75,117,65,55,65,110,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,90,"3,855",70,0,0,0
746,Wishiwashi Solo Form,7,Small Fry Pokemon,['Schooling'],0.2,0.3,Water,None,175,45,20,20,25,25,40,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,"3,855",70,0,0,0
746,Wishiwashi School Form,7,Small Fry Pokemon,['Schooling'],8.2,78.6,Water,None,620,45,140,130,140,135,30,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,"3,855",70,0,0,0
747,Mareanie,7,Brutal Star Pokemon,"['Merciless', 'Limber', 'Regenerator']",0.4,8,Poison,Water,305,50,53,62,43,52,45,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,190,"5,140",70,0,0,0
748,Toxapex,7,Brutal Star Pokemon,"['Merciless', 'Limber', 'Regenerator']",0.7,14.5,Poison,Water,495,50,63,152,53,142,35,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,75,"5,140",70,0,0,0
749,Mudbray,7,Donkey Pokemon,"['Own Tempo', 'Stamina', 'Inner Focus']",1,110,Ground,None,385,70,100,70,45,55,45,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,190,"5,140",70,0,0,0
750,Mudsdale,7,Draft Horse Pokemon,"['Own Tempo', 'Stamina', 'Inner Focus']",2.5,920,Ground,None,500,100,125,100,55,85,35,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,60,"5,140",70,0,0,0
751,Dewpider,7,Water Bubble Pokemon,"['Water Bubble', 'Water Absorb']",0.3,4,Water,Bug,269,38,40,52,40,72,27,1,1,1,2,1,0.5,0.5,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,200,"3,855",70,0,0,0
752,Araquanid,7,Water Bubble Pokemon,"['Water Bubble', 'Water Absorb']",1.8,82,Water,Bug,454,68,70,92,50,132,42,1,1,1,2,1,0.5,0.5,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,100,"3,855",70,0,0,0
753,Fomantis,7,Sickle Grass Pokemon,"['Leaf Guard', 'Contrary']",0.3,1.5,Grass,None,250,40,55,35,50,35,35,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,190,"5,140",70,0,0,0
